"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2015,1,"WN","Southwest Airlines Co.","ECP","Panama City, FL: Northwest Florida Beaches International",67.00,14.00,5.79,0.95,1.52,0.00,5.74,0.00,0.00,499.00,189.00,86.00,44.00,0.00,180.00,
2015,1,"WN","Southwest Airlines Co.","ELP","El Paso, TX: El Paso International",552.00,123.00,46.63,3.95,13.30,0.00,59.13,5.00,4.00,5719.00,1837.00,240.00,479.00,0.00,3163.00,
2015,1,"WN","Southwest Airlines Co.","EWR","Newark, NJ: Newark Liberty International",503.00,120.00,36.56,8.23,36.44,0.00,38.76,46.00,2.00,6723.00,2183.00,870.00,1491.00,0.00,2179.00,
2015,1,"WN","Southwest Airlines Co.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1733.00,288.00,104.14,8.84,48.76,0.55,125.72,20.00,0.00,14983.00,5150.00,765.00,1936.00,10.00,7122.00,
2015,1,"WN","Southwest Airlines Co.","FNT","Flint, MI: Bishop International",133.00,19.00,8.01,0.00,1.34,0.00,9.65,0.00,0.00,990.00,496.00,0.00,30.00,0.00,464.00,
2015,1,"WN","Southwest Airlines Co.","GEG","Spokane, WA: Spokane International",256.00,53.00,20.53,0.00,9.07,0.00,23.39,1.00,3.00,2315.00,1123.00,0.00,264.00,0.00,928.00,
2015,1,"WN","Southwest Airlines Co.","GRR","Grand Rapids, MI: Gerald R. Ford International",203.00,49.00,14.94,0.31,9.71,0.00,24.04,4.00,0.00,2916.00,823.00,51.00,368.00,0.00,1674.00,
2015,1,"WN","Southwest Airlines Co.","GSP","Greer, SC: Greenville-Spartanburg International",120.00,36.00,11.86,0.67,4.06,0.00,19.42,3.00,0.00,1534.00,501.00,32.00,162.00,0.00,839.00,
2015,1,"WN","Southwest Airlines Co.","HOU","Houston, TX: William P Hobby",4255.00,769.00,243.52,6.52,138.59,0.76,379.62,80.00,4.00,36046.00,12343.00,452.00,4443.00,17.00,18791.00,
2015,1,"WN","Southwest Airlines Co.","HRL","Harlingen/San Benito, TX: Valley International",175.00,22.00,9.37,0.00,5.62,0.00,7.01,1.00,1.00,945.00,542.00,0.00,140.00,0.00,263.00,
2015,1,"WN","Southwest Airlines Co.","IAD","Washington, DC: Washington Dulles International",205.00,41.00,11.11,0.03,8.01,0.78,21.07,4.00,1.00,2230.00,580.00,6.00,317.00,35.00,1292.00,
2015,1,"WN","Southwest Airlines Co.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",139.00,40.00,11.63,0.04,6.47,0.00,21.86,3.00,1.00,1660.00,356.00,8.00,279.00,0.00,1017.00,
2015,1,"WN","Southwest Airlines Co.","IND","Indianapolis, IN: Indianapolis International",826.00,171.00,56.96,0.42,25.80,0.06,87.76,7.00,3.00,8834.00,2930.00,50.00,916.00,1.00,4937.00,
2015,1,"WN","Southwest Airlines Co.","ISP","Islip, NY: Long Island MacArthur",378.00,71.00,22.72,0.00,6.89,0.00,41.40,21.00,1.00,3734.00,1256.00,0.00,277.00,0.00,2201.00,
2015,1,"WN","Southwest Airlines Co.","JAX","Jacksonville, FL: Jacksonville International",340.00,89.00,29.14,0.24,11.75,0.00,47.88,1.00,1.00,4873.00,1641.00,22.00,511.00,0.00,2699.00,
2015,1,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",5982.00,978.00,236.71,31.16,176.47,1.52,532.14,41.00,5.00,47677.00,10858.00,2171.00,8253.00,48.00,26347.00,
2015,1,"WN","Southwest Airlines Co.","LAX","Los Angeles, CA: Los Angeles International",3289.00,594.00,178.84,4.63,107.11,0.14,303.27,63.00,2.00,27442.00,8231.00,188.00,3159.00,23.00,15841.00,
2015,1,"WN","Southwest Airlines Co.","LBB","Lubbock, TX: Lubbock Preston Smith International",202.00,28.00,9.12,0.00,4.50,0.00,14.38,7.00,3.00,1070.00,289.00,0.00,89.00,0.00,692.00,
2015,1,"WN","Southwest Airlines Co.","LGA","New York, NY: LaGuardia",918.00,258.00,54.75,22.46,116.37,0.00,64.41,87.00,7.00,14408.00,3158.00,1397.00,6038.00,0.00,3815.00,
2015,1,"WN","Southwest Airlines Co.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",211.00,51.00,20.92,0.00,8.09,0.00,21.98,2.00,0.00,2635.00,967.00,0.00,262.00,0.00,1406.00,
2015,1,"WN","Southwest Airlines Co.","MAF","Midland/Odessa, TX: Midland International",286.00,58.00,20.04,2.59,4.80,0.00,30.57,8.00,0.00,2789.00,1031.00,170.00,179.00,0.00,1409.00,
2015,1,"WN","Southwest Airlines Co.","MCI","Kansas City, MO: Kansas City International",1728.00,366.00,126.09,4.35,51.25,0.00,184.31,16.00,1.00,16757.00,5293.00,168.00,1679.00,0.00,9617.00,
2015,1,"WN","Southwest Airlines Co.","MCO","Orlando, FL: Orlando International",3362.00,593.00,182.73,10.72,135.40,0.00,264.15,48.00,2.00,32004.00,11007.00,1129.00,4942.00,0.00,14926.00,
2015,1,"WN","Southwest Airlines Co.","MDW","Chicago, IL: Chicago Midway International",6275.00,1131.00,305.97,34.72,286.57,2.75,501.00,206.00,63.00,56062.00,15899.00,2751.00,10331.00,72.00,27009.00,
2015,1,"WN","Southwest Airlines Co.","MEM","Memphis, TN: Memphis International",202.00,42.00,13.59,0.88,7.62,0.00,19.90,2.00,0.00,1698.00,592.00,53.00,237.00,0.00,816.00,
2015,1,"WN","Southwest Airlines Co.","MHT","Manchester, NH: Manchester-Boston Regional",325.00,62.00,27.10,0.43,10.21,0.00,24.27,16.00,1.00,2963.00,1127.00,92.00,496.00,0.00,1248.00,
2015,1,"WN","Southwest Airlines Co.","MKE","Milwaukee, WI: General Mitchell International",1122.00,229.00,62.86,1.89,58.38,0.00,105.86,28.00,7.00,10281.00,2779.00,416.00,1789.00,0.00,5297.00,
2015,1,"WN","Southwest Airlines Co.","MSP","Minneapolis, MN: Minneapolis-St Paul International",647.00,170.00,57.42,2.20,37.42,0.56,72.40,7.00,0.00,7752.00,2051.00,366.00,1171.00,9.00,4155.00,
2015,1,"WN","Southwest Airlines Co.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",1553.00,274.00,97.15,3.61,48.86,0.00,124.37,11.00,6.00,13001.00,4385.00,526.00,1634.00,0.00,6456.00,
2015,1,"WN","Southwest Airlines Co.","OAK","Oakland, CA: Metropolitan Oakland International",2802.00,451.00,114.86,4.16,33.56,0.73,297.68,39.00,1.00,21771.00,5362.00,336.00,1085.00,11.00,14977.00,
2015,1,"WN","Southwest Airlines Co.","ABQ","Albuquerque, NM: Albuquerque International Sunport",959.00,214.00,73.85,1.06,38.38,0.00,100.71,6.00,1.00,9181.00,2916.00,50.00,1198.00,0.00,5017.00,
2015,1,"WN","Southwest Airlines Co.","ALB","Albany, NY: Albany International",349.00,71.00,29.12,1.26,12.20,0.00,28.42,17.00,0.00,3260.00,1247.00,113.00,425.00,0.00,1475.00,
2015,1,"WN","Southwest Airlines Co.","AMA","Amarillo, TX: Rick Husband Amarillo International",147.00,24.00,13.64,0.00,0.86,0.00,9.49,2.00,0.00,1157.00,590.00,0.00,48.00,0.00,519.00,
2015,1,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4783.00,855.00,258.44,33.90,181.10,3.50,378.05,25.00,1.00,43765.00,13182.00,3082.00,8623.00,102.00,18776.00,
2015,1,"WN","Southwest Airlines Co.","PIT","Pittsburgh, PA: Pittsburgh International",732.00,154.00,52.88,3.63,24.61,0.00,72.88,11.00,1.00,6597.00,1670.00,299.00,845.00,0.00,3783.00,
2015,1,"WN","Southwest Airlines Co.","PNS","Pensacola, FL: Pensacola International",66.00,13.00,4.56,0.00,1.81,0.00,6.63,0.00,2.00,645.00,161.00,0.00,49.00,0.00,435.00,
2015,1,"WN","Southwest Airlines Co.","PVD","Providence, RI: Theodore Francis Green State",497.00,93.00,32.57,2.86,13.89,0.00,43.69,33.00,6.00,4914.00,1489.00,159.00,493.00,0.00,2773.00,
2015,1,"WN","Southwest Airlines Co.","PWM","Portland, ME: Portland International Jetport",67.00,15.00,5.19,0.37,1.18,0.00,8.26,3.00,0.00,786.00,304.00,61.00,44.00,0.00,377.00,
2015,1,"WN","Southwest Airlines Co.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",765.00,158.00,56.73,1.90,23.52,0.59,75.26,5.00,0.00,7984.00,2407.00,163.00,956.00,17.00,4441.00,
2015,1,"WN","Southwest Airlines Co.","RIC","Richmond, VA: Richmond International",119.00,27.00,12.42,0.00,1.54,0.00,13.04,0.00,0.00,1134.00,474.00,0.00,30.00,0.00,630.00,
2015,1,"WN","Southwest Airlines Co.","RNO","Reno, NV: Reno/Tahoe International",505.00,83.00,22.81,0.19,3.80,0.00,56.20,0.00,0.00,4002.00,743.00,6.00,130.00,0.00,3123.00,
2015,1,"WN","Southwest Airlines Co.","ROC","Rochester, NY: Greater Rochester International",178.00,44.00,22.82,0.54,7.00,0.00,13.64,2.00,0.00,1973.00,1016.00,43.00,254.00,0.00,660.00,
2015,1,"WN","Southwest Airlines Co.","RSW","Fort Myers, FL: Southwest Florida International",829.00,149.00,65.58,2.44,33.37,0.00,47.61,6.00,0.00,7430.00,3520.00,192.00,1472.00,0.00,2246.00,
2015,1,"WN","Southwest Airlines Co.","SAN","San Diego, CA: San Diego International",2721.00,504.00,141.03,6.51,58.49,0.68,297.29,22.00,1.00,23248.00,5412.00,616.00,1611.00,26.00,15583.00,
2015,1,"WN","Southwest Airlines Co.","SAT","San Antonio, TX: San Antonio International",1189.00,306.00,113.53,1.54,73.31,0.00,117.62,5.00,2.00,13033.00,4945.00,179.00,2282.00,0.00,5627.00,
2015,1,"WN","Southwest Airlines Co.","SDF","Louisville, KY: Louisville International-Standiford Field",328.00,70.00,28.69,1.14,16.64,0.00,23.53,2.00,0.00,3277.00,1233.00,71.00,659.00,0.00,1314.00,
2015,1,"WN","Southwest Airlines Co.","SEA","Seattle, WA: Seattle/Tacoma International",789.00,176.00,65.96,1.00,31.46,0.00,77.58,1.00,2.00,7932.00,2675.00,56.00,1123.00,0.00,4078.00,
2015,1,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1245.00,288.00,64.89,14.84,83.29,0.00,124.98,45.00,4.00,16458.00,3263.00,1258.00,4987.00,0.00,6950.00,
2015,1,"WN","Southwest Airlines Co.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",1869.00,305.00,82.33,11.02,27.40,0.00,184.24,39.00,6.00,13516.00,3475.00,482.00,1083.00,0.00,8476.00,
2015,1,"WN","Southwest Airlines Co.","SJU","San Juan, PR: Luis Munoz Marin International",290.00,71.00,28.71,1.26,13.18,0.00,27.86,0.00,0.00,3651.00,1474.00,40.00,549.00,0.00,1588.00,
2015,1,"WN","Southwest Airlines Co.","SLC","Salt Lake City, UT: Salt Lake City International",815.00,187.00,78.58,0.00,17.67,0.00,90.75,2.00,0.00,7998.00,3098.00,0.00,624.00,0.00,4276.00,
2015,1,"WN","Southwest Airlines Co.","SMF","Sacramento, CA: Sacramento International",1816.00,326.00,94.26,3.14,31.87,0.79,195.93,11.00,8.00,14814.00,3726.00,92.00,1135.00,36.00,9825.00,
2015,1,"WN","Southwest Airlines Co.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",1435.00,186.00,48.96,0.73,26.63,0.00,109.68,17.00,0.00,8161.00,1914.00,36.00,736.00,0.00,5475.00,
2015,1,"WN","Southwest Airlines Co.","STL","St. Louis, MO: Lambert-St. Louis International",2418.00,451.00,149.21,0.91,75.29,0.00,225.59,43.00,1.00,20791.00,6472.00,47.00,2706.00,0.00,11566.00,
2015,1,"WN","Southwest Airlines Co.","TPA","Tampa, FL: Tampa International",2320.00,380.00,129.67,6.51,80.35,0.32,163.14,28.00,0.00,18797.00,5635.00,569.00,3066.00,10.00,9517.00,
2015,1,"WN","Southwest Airlines Co.","TUL","Tulsa, OK: Tulsa International",379.00,101.00,42.57,0.00,9.53,0.00,48.90,2.00,0.00,4576.00,1895.00,0.00,350.00,0.00,2331.00,
2015,1,"WN","Southwest Airlines Co.","TUS","Tucson, AZ: Tucson International",385.00,76.00,31.74,0.71,8.93,0.00,34.62,1.00,0.00,4141.00,1765.00,12.00,331.00,0.00,2033.00,
2015,1,"WN","Southwest Airlines Co.","OKC","Oklahoma City, OK: Will Rogers World",540.00,121.00,46.78,0.55,13.41,0.00,60.26,0.00,1.00,5632.00,1918.00,11.00,565.00,0.00,3138.00,
2015,1,"WN","Southwest Airlines Co.","OMA","Omaha, NE: Eppley Airfield",443.00,113.00,38.74,1.90,20.55,0.00,51.81,5.00,0.00,5534.00,1680.00,150.00,669.00,0.00,3035.00,
2015,1,"WN","Southwest Airlines Co.","ONT","Ontario, CA: Ontario International",892.00,184.00,59.21,2.61,22.41,0.98,98.79,3.00,2.00,8431.00,2661.00,123.00,1029.00,92.00,4526.00,
2015,1,"WN","Southwest Airlines Co.","ORF","Norfolk, VA: Norfolk International",151.00,45.00,18.00,2.01,7.19,0.00,17.80,0.00,0.00,2391.00,840.00,295.00,301.00,0.00,955.00,
2015,1,"WN","Southwest Airlines Co.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",251.00,68.00,25.17,0.08,14.92,0.00,27.83,6.00,0.00,3405.00,1003.00,9.00,534.00,0.00,1859.00,
2015,1,"WN","Southwest Airlines Co.","PDX","Portland, OR: Portland International",793.00,173.00,64.00,1.27,21.12,0.00,86.60,0.00,1.00,7479.00,2370.00,143.00,689.00,0.00,4277.00,
2015,1,"WN","Southwest Airlines Co.","PHL","Philadelphia, PA: Philadelphia International",773.00,172.00,45.62,13.62,47.08,0.00,65.67,50.00,3.00,9475.00,2818.00,890.00,2352.00,0.00,3415.00,
2015,2,"AA","American Airlines Inc.","JFK","New York, NY: John F. Kennedy International",1225.00,258.00,70.19,7.58,98.27,0.63,81.33,95.00,4.00,20062.00,5883.00,708.00,5852.00,15.00,7604.00,
2015,2,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",2385.00,519.00,141.09,45.29,198.78,1.58,132.25,82.00,7.00,40564.00,15399.00,3997.00,8179.00,154.00,12835.00,
2015,2,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",11197.00,1857.00,459.67,93.82,686.11,2.10,615.30,914.00,15.00,136489.00,45816.00,10408.00,30432.00,60.00,49773.00,
2015,2,"AA","American Airlines Inc.","OGG","Kahului, HI: Kahului Airport",90.00,24.00,13.90,1.20,5.07,1.00,2.82,2.00,0.00,1757.00,885.00,259.00,359.00,62.00,192.00,
2015,2,"AA","American Airlines Inc.","HNL","Honolulu, HI: Honolulu International",157.00,41.00,13.40,1.10,17.18,0.00,9.32,3.00,0.00,4673.00,1047.00,316.00,658.00,0.00,2652.00,
2015,2,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",789.00,206.00,60.01,18.95,96.50,0.00,30.53,38.00,0.00,12411.00,4135.00,1240.00,4800.00,0.00,2236.00,
2015,2,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",358.00,58.00,28.22,3.90,16.49,0.00,9.39,20.00,1.00,3763.00,1357.00,825.00,988.00,0.00,593.00,
2015,2,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",769.00,209.00,43.91,20.04,106.68,0.00,38.37,111.00,0.00,12285.00,2478.00,1524.00,5689.00,0.00,2594.00,
2015,2,"AA","American Airlines Inc.","ONT","Ontario, CA: Ontario International",104.00,15.00,6.05,0.98,4.43,0.00,3.53,9.00,0.00,899.00,460.00,36.00,203.00,0.00,200.00,
2015,2,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",835.00,200.00,69.21,16.40,62.76,1.00,50.63,76.00,3.00,12218.00,4178.00,2147.00,2346.00,21.00,3526.00,
2015,2,"AA","American Airlines Inc.","SAN","San Diego, CA: San Diego International",387.00,88.00,33.88,11.98,24.48,0.00,17.66,19.00,0.00,5747.00,1819.00,1239.00,1228.00,0.00,1461.00,
2015,2,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",452.00,81.00,27.58,8.24,26.45,0.20,18.52,20.00,1.00,4628.00,1196.00,950.00,1252.00,7.00,1223.00,
2015,2,"AA","American Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",252.00,54.00,22.33,1.75,21.24,0.00,8.68,15.00,0.00,2403.00,818.00,209.00,1005.00,0.00,371.00,
2015,2,"AA","American Airlines Inc.","MIA","Miami, FL: Miami International",3906.00,812.00,223.42,54.36,337.37,1.29,195.56,110.00,16.00,48069.00,16438.00,4309.00,12110.00,62.00,15150.00,
2015,2,"AA","American Airlines Inc.","MKE","Milwaukee, WI: General Mitchell International",88.00,11.00,5.24,0.07,2.08,0.00,3.61,11.00,0.00,591.00,264.00,10.00,150.00,0.00,167.00,
2015,2,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",363.00,46.00,13.15,5.39,15.49,0.00,11.97,28.00,1.00,2394.00,500.00,565.00,688.00,0.00,641.00,
2015,2,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",3586.00,784.00,176.95,32.76,295.05,0.00,279.23,200.00,14.00,46915.00,12161.00,3834.00,10577.00,0.00,20343.00,
2015,2,"AA","American Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",197.00,51.00,18.05,6.44,12.83,0.00,13.68,9.00,0.00,2612.00,705.00,486.00,666.00,0.00,755.00,
2015,2,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",191.00,41.00,16.47,2.39,12.54,0.00,9.60,10.00,3.00,2191.00,791.00,174.00,398.00,0.00,828.00,
2015,2,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",442.00,116.00,31.53,11.34,50.62,0.00,22.51,19.00,1.00,5783.00,1303.00,1267.00,2058.00,0.00,1155.00,
2015,2,"AA","American Airlines Inc.","MCO","Orlando, FL: Orlando International",823.00,184.00,85.32,13.71,45.58,0.00,39.39,31.00,0.00,10467.00,5187.00,955.00,2124.00,0.00,2201.00,
2015,2,"AA","American Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",332.00,74.00,28.41,10.68,18.91,0.94,15.05,18.00,0.00,3702.00,1651.00,666.00,633.00,17.00,735.00,
2015,2,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",221.00,40.00,15.79,0.90,13.81,0.00,9.51,11.00,1.00,2794.00,1323.00,230.00,493.00,0.00,748.00,
2015,2,"AA","American Airlines Inc.","LAS","Las Vegas, NV: McCarran International",787.00,150.00,43.66,17.63,51.68,0.00,37.03,28.00,0.00,8261.00,2201.00,1402.00,2267.00,0.00,2391.00,
2015,2,"AA","American Airlines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",145.00,22.00,7.77,3.70,4.76,0.00,5.77,10.00,0.00,1639.00,420.00,304.00,439.00,0.00,476.00,
2015,2,"AA","American Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",160.00,37.00,16.41,0.91,8.82,0.00,10.86,10.00,0.00,2208.00,728.00,178.00,640.00,0.00,662.00,
2015,2,"AA","American Airlines Inc.","KOA","Kona, HI: Kona International Airport at Keahole",31.00,4.00,0.17,0.00,2.59,0.00,1.24,1.00,0.00,113.00,4.00,0.00,71.00,0.00,38.00,
2015,2,"AA","American Airlines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",329.00,74.00,39.05,7.18,14.01,0.00,13.76,4.00,0.00,4439.00,2188.00,765.00,616.00,0.00,870.00,
2015,2,"AA","American Airlines Inc.","HOU","Houston, TX: William P Hobby",56.00,8.00,4.69,0.88,2.02,0.00,0.40,4.00,1.00,544.00,302.00,98.00,119.00,0.00,25.00,
2015,2,"AA","American Airlines Inc.","IAD","Washington, DC: Washington Dulles International",187.00,32.00,10.04,0.39,14.41,0.95,6.21,8.00,1.00,1097.00,445.00,26.00,406.00,38.00,182.00,
2015,2,"AA","American Airlines Inc.","TUS","Tucson, AZ: Tucson International",248.00,46.00,19.79,4.25,11.74,0.89,9.31,16.00,0.00,2927.00,1327.00,244.00,699.00,17.00,640.00,
2015,2,"AA","American Airlines Inc.","TPA","Tampa, FL: Tampa International",464.00,102.00,38.57,3.57,24.81,0.00,35.05,13.00,0.00,4887.00,1587.00,315.00,915.00,0.00,2070.00,
2015,2,"AA","American Airlines Inc.","STL","St. Louis, MO: Lambert-St. Louis International",388.00,88.00,33.42,6.88,25.12,0.00,22.59,22.00,1.00,4378.00,1636.00,532.00,1067.00,0.00,1143.00,
2015,2,"AA","American Airlines Inc.","SAT","San Antonio, TX: San Antonio International",404.00,68.00,29.74,3.82,19.70,0.00,14.73,31.00,0.00,4085.00,1300.00,726.00,1129.00,0.00,930.00,
2015,2,"AA","American Airlines Inc.","ORF","Norfolk, VA: Norfolk International",51.00,12.00,7.92,0.00,2.08,0.00,2.00,6.00,1.00,771.00,472.00,0.00,148.00,0.00,151.00,
2015,2,"AA","American Airlines Inc.","LGA","New York, NY: LaGuardia",1088.00,286.00,75.29,30.17,129.44,1.68,49.43,97.00,12.00,12857.00,3691.00,1735.00,4547.00,51.00,2833.00,
2015,2,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",270.00,41.00,18.37,2.22,11.64,0.00,8.77,39.00,1.00,1986.00,792.00,226.00,522.00,0.00,446.00,
2015,2,"AA","American Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",139.00,21.00,8.29,1.10,6.57,0.00,5.04,12.00,1.00,1066.00,485.00,52.00,228.00,0.00,301.00,
2015,2,"AA","American Airlines Inc.","JAC","Jackson, WY: Jackson Hole",32.00,7.00,4.49,0.59,1.87,0.00,0.06,2.00,0.00,289.00,177.00,44.00,64.00,0.00,4.00,
2015,2,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",298.00,79.00,20.79,0.68,43.26,0.00,14.28,24.00,1.00,4083.00,915.00,74.00,2205.00,0.00,889.00,
2015,2,"AA","American Airlines Inc.","LIH","Lihue, HI: Lihue Airport",36.00,8.00,1.00,0.00,3.21,0.00,3.79,0.00,0.00,856.00,88.00,0.00,110.00,0.00,658.00,
2015,2,"AA","American Airlines Inc.","MCI","Kansas City, MO: Kansas City International",195.00,37.00,13.73,1.66,11.40,0.00,10.20,16.00,0.00,1567.00,374.00,170.00,597.00,0.00,426.00,
2015,2,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",590.00,104.00,33.62,4.71,36.78,0.00,28.89,32.00,1.00,5706.00,1620.00,427.00,1611.00,0.00,2048.00,
2015,2,"AA","American Airlines Inc.","PDX","Portland, OR: Portland International",104.00,22.00,9.95,0.17,6.07,0.38,5.43,8.00,0.00,1358.00,614.00,45.00,245.00,6.00,448.00,
2015,2,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",394.00,71.00,36.54,1.99,18.70,0.00,13.77,19.00,0.00,4272.00,2327.00,402.00,908.00,0.00,635.00,
2015,2,"AA","American Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",239.00,48.00,22.69,3.28,7.66,0.00,14.36,15.00,0.00,2867.00,918.00,353.00,714.00,0.00,882.00,
2015,2,"AA","American Airlines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",365.00,62.00,16.08,6.82,23.33,0.04,15.72,22.00,2.00,2891.00,754.00,433.00,975.00,1.00,728.00,
2015,2,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",83.00,16.00,3.75,0.15,8.49,0.00,3.61,10.00,1.00,516.00,108.00,8.00,225.00,0.00,175.00,
2015,2,"AA","American Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",111.00,22.00,7.94,0.40,6.98,0.00,6.67,9.00,0.00,1510.00,365.00,67.00,458.00,0.00,620.00,
2015,2,"AA","American Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",199.00,41.00,13.07,6.45,10.31,0.00,11.17,11.00,0.00,2006.00,729.00,338.00,550.00,0.00,389.00,
2015,2,"AA","American Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",291.00,46.00,17.81,7.54,8.60,0.00,12.06,22.00,1.00,2550.00,707.00,536.00,608.00,0.00,699.00,
2015,2,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",129.00,30.00,10.86,0.99,9.23,0.00,8.92,12.00,0.00,1553.00,532.00,34.00,345.00,0.00,642.00,
2015,2,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",178.00,31.00,7.81,6.48,8.71,0.00,8.01,8.00,4.00,3919.00,1541.00,1433.00,338.00,0.00,607.00,
2015,2,"AA","American Airlines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",82.00,11.00,3.34,0.79,1.75,0.00,5.12,7.00,1.00,731.00,95.00,105.00,170.00,0.00,361.00,
2015,2,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",108.00,18.00,8.38,0.87,5.15,0.00,3.60,6.00,0.00,1482.00,396.00,209.00,586.00,0.00,291.00,
2015,2,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",44.00,8.00,2.88,0.29,2.69,0.00,2.15,5.00,0.00,797.00,218.00,91.00,176.00,0.00,312.00,
2015,2,"AA","American Airlines Inc.","TUL","Tulsa, OK: Tulsa International",224.00,42.00,15.86,5.53,7.78,0.00,12.83,14.00,0.00,2372.00,566.00,538.00,428.00,0.00,840.00,
2015,2,"AA","American Airlines Inc.","PSP","Palm Springs, CA: Palm Springs International",128.00,27.00,7.99,2.39,11.91,0.00,4.72,7.00,1.00,1405.00,445.00,139.00,450.00,0.00,371.00,
2015,2,"AA","American Airlines Inc.","RNO","Reno, NV: Reno/Tahoe International",81.00,20.00,8.16,0.93,3.70,0.00,7.21,6.00,1.00,1565.00,976.00,54.00,111.00,0.00,424.00,
2015,2,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",309.00,56.00,28.74,6.54,9.70,0.00,11.02,17.00,0.00,3860.00,1422.00,649.00,562.00,0.00,1227.00,
2015,2,"AA","American Airlines Inc.","GUC","Gunnison, CO: Gunnison-Crested Butte Regional",28.00,4.00,1.83,0.00,2.17,0.00,0.00,2.00,0.00,335.00,143.00,0.00,192.00,0.00,0.00,
2015,2,"AA","American Airlines Inc.","STT","Charlotte Amalie, VI: Cyril E King",103.00,32.00,13.86,2.49,4.37,0.00,11.28,3.00,1.00,1536.00,676.00,180.00,197.00,0.00,483.00,
2015,2,"AA","American Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",167.00,39.00,19.21,2.42,10.03,0.00,7.34,12.00,0.00,2341.00,810.00,652.00,538.00,0.00,341.00,
2015,2,"AA","American Airlines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",98.00,16.00,4.31,1.39,6.48,0.00,3.83,7.00,0.00,1017.00,213.00,76.00,313.00,0.00,415.00,
2015,2,"AA","American Airlines Inc.","SMF","Sacramento, CA: Sacramento International",89.00,17.00,8.33,0.00,5.66,0.00,3.00,8.00,0.00,837.00,415.00,0.00,298.00,0.00,124.00,
2015,2,"AA","American Airlines Inc.","SDF","Louisville, KY: Louisville International-Standiford Field",27.00,3.00,2.00,0.00,1.00,0.00,0.00,3.00,0.00,132.00,70.00,0.00,62.00,0.00,0.00,
